conversation_proxy_id,author_id,n_turns,avg_user_sentiment,sentiment_volatility,escalation_event_rate,avg_utterance_length,first_turn_frustration,recovery_rate,dropout_flag,question_ratio,rule_based_persona_hint,cluster_id,cluster_confidence,persona_cluster
136049_1,136049,1,0.0,0.0,0.0,15.0,0.162,0.0,1,0.0,cooperative,3,0.9999999717563921,cooperative
136050_1,136050,2,0.0,0.0,0.0,9.0,0.2603825136612022,0.0,1,0.0,silent_dropout,3,0.999999981222292,cooperative
136051_1,136051,2,0.0,0.0,0.0,11.5,0.06835443037974684,0.0,1,0.0,silent_dropout,3,0.9999999626699505,cooperative
136052_1,136052,1,0.0,0.0,0.0,43.0,0.06750000000000002,0.0,1,0.0,cooperative,3,0.9999999924497267,cooperative
136053_1,136053,1,0.0,0.0,0.0,17.0,0.3095588235294118,0.0,1,1.0,cooperative,5,0.9999999998097131,cooperative
136054_1,136054,1,0.0,0.0,0.0,9.0,0.16875,0.0,1,1.0,silent_dropout,5,0.9999999999866596,cooperative
136055_1,136055,1,0.0,0.0,0.0,11.0,0.06585365853658538,0.0,1,1.0,silent_dropout,5,0.9999999999790639,cooperative
136056_1,136056,1,0.0,0.0,0.0,33.0,0.08496503496503498,0.0,1,0.0,cooperative,3,0.9999999853465269,cooperative
136057_1,136057,1,0.0,0.0,0.0,45.0,0.20885416666666667,0.0,1,0.0,cooperative,3,0.9999999942020423,cooperative
136058_1,136058,1,0.0,0.0,0.0,31.0,0.0814655172413793,0.0,1,0.0,cooperative,3,0.9999999836367658,cooperative
136059_1,136059,1,0.0,0.0,0.0,9.0,0.2037735849056604,0.0,1,0.0,silent_dropout,3,0.9999999729312709,cooperative
136060_1,136060,1,0.0,0.0,0.0,33.0,0.08154362416107383,0.0,1,0.0,cooperative,3,0.999999985371165,cooperative
136061_1,136061,1,0.0,0.0,0.0,16.0,0.17763157894736842,0.0,1,1.0,cooperative,5,0.9999999998971738,cooperative
136062_1,136062,2,0.11010580381142926,0.02014858058108241,0.0,45.0,0.09140625000000001,0.0,1,1.0,cooperative,4,0.9999994777791321,cooperative
136062_2,136062,1,0.0,0.0,0.0,14.0,0.1575,0.0,1,0.0,cooperative,3,0.999999970482897,cooperative
136063_1,136063,2,0.0,0.0,0.5,24.0,0.07012987012987013,0.0,1,0.0,escalation_prone,1,0.9999999191109575,escalation_prone
136064_1,136064,1,0.0,0.0,0.0,40.0,0.008132530120481929,0.0,1,0.0,cooperative,3,0.9999999920192977,cooperative
136064_2,136064,1,0.0,0.0,0.0,5.0,0.3375,0.0,1,0.0,silent_dropout,3,0.9999999902601289,cooperative
136065_1,136065,1,0.0,0.0,0.0,23.0,0.20959232613908874,0.0,1,0.0,cooperative,3,0.9999999821668163,cooperative
136066_1,136066,1,0.0,0.0,0.0,11.0,0.07105263157894737,0.0,1,1.0,silent_dropout,5,0.9999999999789146,cooperative
136066_2,136066,3,0.03858594192472865,0.06683281187153206,0.0,38.666666666666664,0.01267605633802817,0.0,0,0.0,cooperative,4,0.9997078562362495,cooperative
136067_1,136067,2,0.09498579352277157,0.13433019743267405,0.0,35.0,0.1789085545722714,0.0,1,0.5,cooperative,4,0.9999999538319726,cooperative
136068_1,136068,5,0.0,0.0,0.0,21.4,0.1303448275862069,0.0,0,0.4,cooperative,0,0.9999999997591331,cooperative
136068_2,136068,1,0.0,0.0,0.0,39.0,0.09642857142857142,0.0,1,1.0,cooperative,5,0.999999999121556,cooperative
136069_1,136069,2,0.0,0.0,0.0,18.5,0.03,0.0,1,0.5,cooperative,5,0.9999999577247047,cooperative
136070_1,136070,1,0.0,0.0,0.0,31.0,0.02368421052631579,0.0,1,1.0,cooperative,5,0.9999999991778061,cooperative
136071_1,136071,1,0.12135023749685915,0.0,0.0,33.0,0.17913978494623656,0.0,1,1.0,cooperative,5,0.9999999992675086,cooperative
136071_2,136071,2,0.14296013786008313,0.20217616584045695,0.0,23.5,0.12705882352941178,0.0,1,0.0,cooperative,4,0.9999999853290298,cooperative
136072_1,136072,4,0.24665357453785758,0.49330714907571516,0.0,6.5,0.1277027027027027,0.0,0,0.0,impatient,4,0.999999997947453,cooperative
136073_1,136073,1,0.0,0.0,0.0,23.0,0.084375,0.0,1,0.0,cooperative,3,0.9999999757086083,cooperative
136073_2,136073,1,0.0,0.0,0.0,30.0,0.07682926829268293,0.0,1,0.0,cooperative,3,0.9999999827655303,cooperative
136074_1,136074,1,0.0,0.0,0.0,10.0,0.14727272727272728,0.0,1,1.0,silent_dropout,5,0.9999999999823856,cooperative
136074_2,136074,1,0.0,0.0,0.0,16.0,0.11666666666666667,0.0,1,0.0,cooperative,3,0.9999999691485972,cooperative
136075_1,136075,1,0.0,0.0,0.0,25.0,0.075,0.0,1,0.0,cooperative,3,0.9999999778441302,cooperative
136075_2,136075,2,0.0,0.0,0.0,24.0,0.09642857142857142,0.0,1,0.0,cooperative,3,0.9999999768571046,cooperative
136076_1,136076,1,0.0,0.0,0.0,11.0,0.7,0.0,1,0.0,silent_dropout,3,0.9999999999803819,cooperative
136077_1,136077,2,0.0,0.0,0.0,9.5,0.06136363636363636,0.0,1,0.5,silent_dropout,5,0.9999999963725941,cooperative
136078_1,136078,1,0.0,0.0,0.0,36.0,0.07803468208092486,0.0,1,0.0,cooperative,3,0.9999999877939949,cooperative
136079_1,136079,2,0.49330714907571516,0.6976416606384827,0.0,12.5,0.0984375,0.0,1,0.0,impatient,4,1.0,cooperative
136080_1,136080,1,-0.197375320224904,0.0,0.0,48.0,0.0814070351758794,0.0,1,0.0,cooperative,3,0.9999999998412257,cooperative
136081_1,136081,1,0.0,0.0,0.0,32.0,0.20196850393700788,0.0,1,1.0,cooperative,5,0.9999999989700328,cooperative
136084_1,136084,1,0.0,0.0,0.0,21.0,0.12359154929577466,0.0,1,0.0,cooperative,3,0.999999974552637,cooperative
136085_1,136085,1,-0.22343882281432279,0.0,0.0,24.0,0.06887755102040817,0.0,1,1.0,cooperative,5,0.999999999359833,cooperative
136085_2,136085,1,0.0,0.0,0.0,27.0,0.15,0.0,1,1.0,cooperative,5,0.9999999993389217,cooperative
136086_1,136086,1,0.0,0.0,0.0,22.0,0.1337837837837838,0.0,1,0.0,cooperative,3,0.9999999760012986,cooperative
136087_1,136087,1,0.0,0.0,0.0,10.0,0.14727272727272728,0.0,1,0.0,silent_dropout,3,0.9999999661457301,cooperative
136088_1,136088,1,0.0,0.0,0.0,18.0,0.13662280701754387,0.0,1,0.0,cooperative,3,0.9999999723330862,cooperative
136089_1,136089,2,0.4655548043337888,0.6583939183167967,0.0,20.0,0.05436241610738255,0.0,1,0.5,cooperative,4,0.9999999999999993,cooperative
136090_1,136090,1,0.0,0.0,0.0,26.0,0.06136363636363636,0.0,1,1.0,cooperative,5,0.9999999994651354,cooperative
136091_1,136091,1,-0.15990609216427587,0.0,0.0,33.0,0.1426056338028169,0.0,1,0.0,cooperative,3,0.9999999982830268,cooperative
136092_1,136092,1,0.0,0.0,0.0,43.0,0.07425000000000001,0.0,1,1.0,cooperative,5,0.9999999993479172,cooperative
136093_1,136093,1,0.0,0.0,0.0,6.0,0.2700000000000001,0.0,1,0.0,silent_dropout,3,0.9999999818718665,cooperative
136093_2,136093,1,0.0,0.0,0.0,18.0,0.03292682926829269,0.0,1,0.0,cooperative,3,0.9999999709764755,cooperative
136093_3,136093,1,0.0,0.0,0.0,5.0,0.1883720930232558,0.0,1,0.0,silent_dropout,3,0.9999999686331766,cooperative
136094_1,136094,2,0.0,0.0,0.0,20.0,0.07232142857142856,0.0,1,0.0,cooperative,3,0.9999999724037,cooperative
136095_1,136095,1,0.27084711851672144,0.0,0.0,18.0,0.08804347826086956,0.0,1,0.0,cooperative,3,0.9999999999887841,cooperative
136096_1,136096,2,0.0453297388885201,0.06410593151497623,0.0,47.0,0.10384615384615385,0.0,1,0.5,cooperative,4,0.9999997018570346,cooperative
136097_1,136097,2,0.0,0.0,0.0,21.0,0.05672268907563025,0.0,1,0.0,cooperative,3,0.999999973719142,cooperative
136097_2,136097,1,0.0,0.0,0.0,10.0,0.06136363636363636,0.0,1,0.0,silent_dropout,3,0.999999960947826,cooperative
136098_1,136098,2,0.0,0.0,0.0,25.0,0.1163793103448276,0.0,1,1.0,cooperative,5,0.999999999501707,cooperative
136099_1,136099,2,0.0,0.0,0.0,27.0,0.0531496062992126,0.0,1,0.0,cooperative,3,0.9999999802590944,cooperative
136100_1,136100,2,0.0,0.0,0.0,14.5,0.20382262996941897,0.0,1,0.0,cooperative,3,0.9999999760727508,cooperative
136100_2,136100,1,0.0,0.0,0.0,2.0,0.225,0.0,1,0.0,silent_dropout,3,0.9999999737941966,cooperative
136100_3,136100,1,0.6133572603953825,0.0,0.0,14.0,0.06428571428571428,0.0,1,0.0,cooperative,3,1.0,cooperative
136101_1,136101,1,0.0,0.0,0.0,15.0,0.20989583333333334,0.0,1,1.0,cooperative,5,0.9999999999133387,cooperative
136101_2,136101,1,0.0,0.0,0.0,12.0,0.17333333333333334,0.0,1,1.0,cooperative,5,0.9999999999653539,cooperative
136102_1,136102,4,-0.23616924646162213,0.2728324292201367,0.0,14.25,0.2092982456140351,0.0423629778432862,0,0.0,cooperative,2,1.0,cooperative
136103_1,136103,3,0.282761213319171,0.48975678787862564,0.0,13.333333333333334,0.10285714285714287,0.0,0,0.3333333333333333,impatient,4,0.9999999985609107,cooperative
136104_1,136104,1,0.0,0.0,0.0,11.0,0.19636363636363635,0.0,1,1.0,silent_dropout,5,0.9999999999728395,cooperative
136104_2,136104,1,0.0,0.0,0.0,25.0,0.3136963696369637,0.0,1,0.0,cooperative,3,0.999999991676205,cooperative
136105_1,136105,1,0.0,0.0,0.0,15.0,0.07105263157894737,0.0,1,1.0,cooperative,5,0.9999999999336815,cooperative
136107_1,136107,3,0.0,0.0,0.0,24.666666666666668,0.03616071428571428,0.0,0,0.0,cooperative,0,0.9999999996968185,cooperative
136107_2,136107,4,0.0,0.0,0.0,19.25,0.09473684210526316,0.0,0,0.0,cooperative,0,0.9999999998393712,cooperative
136107_3,136107,1,0.0,0.0,0.0,29.0,0.05664335664335665,0.0,1,0.0,cooperative,3,0.9999999821424411,cooperative
136108_1,136108,1,0.0,0.0,0.0,40.0,0.07180851063829788,0.0,1,0.0,cooperative,3,0.9999999906364572,cooperative
136109_1,136109,1,0.22343882281432279,0.0,0.0,21.0,0.029347826086956522,0.0,1,0.0,cooperative,3,0.9999999998904734,cooperative
136109_2,136109,1,0.0,0.0,0.0,35.0,0.04272151898734178,0.0,1,0.0,cooperative,3,0.9999999876774304,cooperative
136110_1,136110,1,0.0,0.0,0.0,15.0,0.3798076923076923,0.0,1,1.0,cooperative,5,0.9999999998441957,cooperative
136112_1,136112,1,0.0,0.0,0.0,22.0,0.11612903225806452,0.0,1,0.0,cooperative,3,0.9999999752648495,cooperative
136113_1,136113,1,0.16514041292462933,0.0,0.0,35.0,0.049270072992700725,0.0,1,0.0,cooperative,3,0.999999999341874,cooperative
136113_2,136113,1,0.24491866240370913,0.0,1.0,19.0,0.3482142857142857,0.0,1,0.0,escalation_prone,1,1.0,escalation_prone
136114_1,136114,1,0.0,0.0,0.0,44.0,0.12558139534883722,0.0,1,0.0,cooperative,3,0.9999999927070888,cooperative
136114_2,136114,1,0.0,0.0,0.0,30.0,0.03068181818181818,0.0,1,1.0,cooperative,5,0.9999999992278887,cooperative
136115_1,136115,1,0.0,0.0,0.0,25.0,0.07200000000000001,0.0,1,1.0,cooperative,5,0.999999999524821,cooperative
136116_1,136116,1,0.0,0.0,0.0,26.0,0.014361702127659574,0.0,1,1.0,cooperative,5,0.9999999994769126,cooperative
136117_1,136117,1,0.0,0.0,0.0,12.0,0.45,0.0,1,0.0,cooperative,3,0.9999999977208525,cooperative
136118_1,136118,1,0.0,0.0,0.0,33.0,0.05113636363636364,0.0,1,1.0,cooperative,5,0.9999999990955004,cooperative
136118_2,136118,1,0.0977263112024724,0.0,0.0,50.0,0.037674418604651164,0.0,1,0.0,cooperative,3,0.9999999985092316,cooperative
136119_1,136119,1,0.0,0.0,0.0,14.0,0.1760869565217391,0.0,1,0.0,cooperative,3,0.9999999724658867,cooperative
136120_1,136120,1,0.0977263112024724,0.0,0.0,46.0,0.45915492957746473,0.0,1,0.0,cooperative,3,0.9999999997394031,cooperative
136121_1,136121,1,0.0,0.0,0.0,28.0,0.052734375,0.0,1,1.0,cooperative,5,0.9999999993400301,cooperative
136121_2,136121,1,0.0,0.0,0.0,5.0,0.08804347826086956,0.0,1,0.0,silent_dropout,3,0.9999999566867794,cooperative
136122_1,136122,1,0.0,0.0,0.0,8.0,0.14469696969696969,0.0,1,0.0,silent_dropout,3,0.9999999643066679,cooperative
136123_1,136123,1,0.0,0.0,0.0,16.0,0.13846153846153847,0.0,1,1.0,cooperative,5,0.9999999999051461,cooperative
136123_2,136123,1,0.0,0.0,0.0,15.0,0.04576271186440679,0.0,1,1.0,cooperative,5,0.9999999999355254,cooperative
136123_3,136123,1,0.0,0.0,0.0,19.0,0.07848837209302326,0.0,1,1.0,cooperative,5,0.9999999998286384,cooperative
136123_4,136123,1,0.0,0.0,0.0,13.0,0.04821428571428571,0.0,1,1.0,cooperative,5,0.9999999999626787,cooperative
136123_5,136123,1,0.0,0.0,0.0,13.0,0.09507042253521127,0.0,1,1.0,cooperative,5,0.9999999999602842,cooperative
136123_6,136123,2,0.0,0.0,0.0,17.0,0.2059322033898305,0.0,1,0.0,cooperative,3,0.9999999778988349,cooperative
136123_7,136123,1,0.0,0.0,0.0,8.0,0.06750000000000002,0.0,1,1.0,silent_dropout,5,0.9999999999922373,cooperative
136124_1,136124,1,0.0,0.0,0.0,52.0,0.08976190476190476,0.0,1,0.0,cooperative,3,0.9999999960923098,cooperative
136125_1,136125,1,0.0,0.0,0.0,21.0,0.07297297297297298,0.0,1,0.0,cooperative,3,0.9999999735235402,cooperative
136126_1,136126,2,0.0,0.0,0.0,33.5,0.262185534591195,0.0,1,1.0,cooperative,5,0.9999999987808508,cooperative
136127_1,136127,1,0.0,0.0,0.0,16.0,0.10607142857142857,0.0,1,0.0,cooperative,3,0.9999999686320824,cooperative
136128_1,136128,1,0.0,0.0,0.0,33.0,0.11015452538631346,0.0,1,0.0,cooperative,3,0.9999999853605175,cooperative
136129_1,136129,1,0.0,0.0,0.0,19.0,0.035526315789473684,0.0,1,1.0,cooperative,5,0.9999999998354347,cooperative
136130_1,136130,1,0.0,0.0,0.0,26.0,0.024770642201834864,0.0,1,1.0,cooperative,5,0.9999999994753139,cooperative
136130_2,136130,1,-0.24491866240370913,0.0,0.0,21.0,0.07336956521739131,0.0,1,0.0,cooperative,3,0.9999999998238849,cooperative
136130_3,136130,1,0.0,0.0,0.0,8.0,0.0941860465116279,0.0,1,0.0,silent_dropout,3,0.9999999598237154,cooperative
136131_1,136131,1,0.0,0.0,0.0,43.0,0.07388059701492537,0.0,1,0.0,cooperative,3,0.9999999923747787,cooperative
136131_2,136131,1,0.0,0.0,0.0,13.0,0.10714285714285714,0.0,1,0.0,cooperative,3,0.9999999655529882,cooperative
136132_1,136132,1,0.0,0.0,0.0,31.0,0.1665525114155251,0.0,1,1.0,cooperative,5,0.999999999072994,cooperative
136132_2,136132,1,0.0,0.0,0.0,15.0,0.06982758620689655,0.0,1,0.0,cooperative,3,0.9999999666741358,cooperative
136133_1,136133,1,0.0,0.0,0.0,25.0,0.009060402684563758,0.0,1,0.0,cooperative,3,0.9999999799852335,cooperative
136134_1,136134,1,0.0,0.0,0.0,2.0,0.2076923076923077,0.0,1,0.0,silent_dropout,3,0.99999997077887,cooperative
136135_1,136135,1,0.0,0.0,0.0,22.0,0.21937500000000001,0.0,1,0.0,cooperative,3,0.999999982403157,cooperative
136135_2,136135,1,0.0,0.0,0.0,24.0,0.0875,0.0,1,0.0,cooperative,3,0.9999999767806644,cooperative
136135_3,136135,1,0.0,0.0,0.0,10.0,0.11739130434782609,0.0,1,0.0,silent_dropout,3,0.9999999632994487,cooperative
136135_4,136135,1,0.0,0.0,0.0,14.0,0.2655737704918033,0.0,1,0.0,cooperative,3,0.9999999835340284,cooperative
136136_1,136136,3,0.0,0.0,0.0,25.333333333333332,0.05625,0.0,0,0.0,cooperative,0,0.9999999996520259,cooperative
136137_1,136137,2,0.0,0.0,0.0,12.0,0.13500000000000004,0.0,1,0.0,cooperative,3,0.9999999666111249,cooperative
136137_2,136137,2,0.0,0.0,0.0,18.5,0.10053191489361701,0.0,1,0.5,cooperative,5,0.9999999520502361,cooperative
136138_1,136138,1,0.0,0.0,0.0,7.0,0.6166666666666667,0.0,1,0.0,silent_dropout,3,0.999999999878856,cooperative
136139_1,136139,1,0.0,0.0,0.0,27.0,0.051923076923076926,0.0,1,0.0,cooperative,3,0.9999999802898574,cooperative
136140_1,136140,1,0.0,0.0,0.0,44.0,0.08544303797468356,0.0,1,1.0,cooperative,5,0.9999999994112976,cooperative
136141_1,136141,1,0.0,0.0,0.0,14.0,0.11440677966101695,0.0,1,0.0,cooperative,3,0.9999999669863234,cooperative
136142_1,136142,1,0.0,0.0,0.0,24.0,0.16463414634146342,0.0,1,0.0,cooperative,3,0.9999999795288093,cooperative
136143_1,136143,1,0.0,0.0,0.0,23.0,0.08766233766233765,0.0,1,1.0,cooperative,5,0.9999999996392113,cooperative
136144_1,136144,1,0.0,0.0,0.0,42.0,0.08915094339622642,0.0,1,0.0,cooperative,3,0.9999999916791964,cooperative
136145_1,136145,1,0.0,0.0,0.0,28.0,0.03188976377952756,0.0,1,1.0,cooperative,5,0.9999999993460236,cooperative
136146_1,136146,1,0.0,0.0,0.0,17.0,0.07397260273972603,0.0,1,1.0,cooperative,5,0.9999999998907079,cooperative
136147_1,136147,1,0.0,0.0,0.0,45.0,0.026865671641791045,0.0,1,0.0,cooperative,3,0.9999999941149511,cooperative
136147_2,136147,1,0.0,0.0,0.0,50.0,0.12465986394557822,0.0,1,0.0,cooperative,3,0.9999999953085528,cooperative
136148_1,136148,2,-0.06900133256819056,0.09758262033975144,0.0,24.5,0.007758620689655172,1.0,1,0.0,cooperative,2,1.0,cooperative
136149_1,136149,3,0.10090324311070283,0.1747695437162116,0.0,36.333333333333336,0.13923766816143499,0.0,0,0.0,cooperative,4,0.9998363549986626,cooperative
136149_2,136149,1,0.0,0.0,0.0,36.0,0.060267857142857144,0.0,1,0.0,cooperative,3,0.9999999880498294,cooperative
136150_1,136150,1,0.0,0.0,0.0,51.0,0.4665775401069519,0.0,1,1.0,cooperative,5,0.9999999996028492,cooperative
136151_1,136151,1,0.0,0.0,0.0,25.0,0.0630841121495327,0.0,1,0.0,cooperative,3,0.9999999779862672,cooperative
136152_1,136152,2,0.0,0.0,0.0,11.5,0.05510204081632653,0.0,1,0.0,silent_dropout,3,0.9999999626729525,cooperative
136153_1,136153,1,0.0,0.0,0.0,32.0,0.02773972602739726,0.0,1,0.0,cooperative,3,0.99999998571192,cooperative
136153_2,136153,4,0.03094270704734174,0.13666115299716072,0.5,33.25,0.33599999999999997,2.0,0,0.0,escalation_prone,2,1.0,cooperative
136154_1,136154,2,0.0,0.0,0.0,21.5,0.18431372549019606,0.0,1,0.0,cooperative,3,0.9999999789719356,cooperative
136155_1,136155,2,0.0,0.0,1.0,18.0,0.3470930232558139,0.0,1,0.0,escalation_prone,1,1.0,escalation_prone
136155_2,136155,1,0.15990609216427587,0.0,0.0,31.0,0.03068181818181818,0.0,1,0.0,cooperative,3,0.9999999990854285,cooperative
136156_1,136156,1,0.0,0.0,0.0,17.0,0.12925531914893618,0.0,1,0.0,cooperative,3,0.9999999708904999,cooperative
136156_2,136156,1,0.0,0.0,0.0,7.0,0.1125,0.0,1,0.0,silent_dropout,3,0.9999999602112098,cooperative
136156_3,136156,1,0.0,0.0,0.0,6.0,0.09642857142857142,0.0,1,0.0,silent_dropout,3,0.9999999581046533,cooperative
136156_4,136156,1,0.0,0.0,0.0,18.0,0.05785714285714285,0.0,1,1.0,cooperative,5,0.999999999864972,cooperative
136157_1,136157,1,0.0,0.0,0.0,32.0,0.039473684210526314,0.0,1,0.0,cooperative,3,0.9999999853259993,cooperative
136158_1,136158,1,0.0,0.0,0.0,36.0,0.04821428571428571,0.0,1,0.0,cooperative,3,0.9999999882984874,cooperative
136159_1,136159,2,0.0,0.0,0.0,12.0,0.1125,0.0,1,0.0,cooperative,3,0.9999999648659361,cooperative
136160_1,136160,1,0.0,0.0,0.0,5.0,0.45,0.0,1,0.0,silent_dropout,3,0.9999999976646556,cooperative
136161_1,136161,1,0.0,0.0,0.0,15.0,0.025961538461538463,0.0,1,0.0,cooperative,3,0.9999999677204846,cooperative
136162_1,136162,2,0.0,0.0,0.0,37.5,0.04891304347826088,0.0,1,0.0,cooperative,3,0.9999999893616405,cooperative
136163_1,136163,1,0.0,0.0,0.0,13.0,0.02327586206896552,0.0,1,0.0,cooperative,3,0.9999999654550363,cooperative
136164_1,136164,3,0.06748624464762236,0.1914797751117867,0.0,35.0,0.08688118811881189,0.0,0,0.0,cooperative,4,0.9998918493111632,cooperative
136165_1,136165,1,0.0,0.0,0.0,57.0,0.036986301369863014,0.0,1,1.0,cooperative,5,0.999999999951628,cooperative
136166_1,136166,1,0.0,0.0,0.0,10.0,0.09642857142857142,0.0,1,0.0,silent_dropout,3,0.9999999619211274,cooperative
136167_1,136167,1,0.0,0.0,0.0,32.0,0.028125,0.0,1,0.0,cooperative,3,0.9999999856982527,cooperative
136168_1,136168,2,0.0,0.0,0.5,15.0,0.358695652173913,0.0,1,0.0,escalation_prone,1,0.9999997403650251,escalation_prone
136170_1,136170,1,0.0,0.0,0.0,18.0,0.10519480519480519,0.0,1,1.0,cooperative,5,0.9999999998569109,cooperative
136171_1,136171,1,0.0,0.0,0.0,24.0,0.084375,0.0,1,0.0,cooperative,3,0.9999999767700738,cooperative
136172_1,136172,1,0.0,0.0,0.0,17.0,0.113003663003663,0.0,1,0.0,cooperative,3,0.9999999699925834,cooperative
136173_1,136173,1,-0.25724683843134594,0.0,0.0,15.0,0.15986842105263158,0.0,1,0.0,cooperative,3,0.9999999998798437,cooperative
136174_1,136174,1,0.0,0.0,0.0,43.0,0.07905405405405405,0.0,1,1.0,cooperative,5,0.9999999993473558,cooperative
136175_1,136175,2,-0.1168479085925308,0.16524789706648876,0.0,19.0,0.2863636363636364,0.0,1,0.0,cooperative,4,0.9999941086355779,cooperative
136177_1,136177,1,0.0,0.0,0.0,12.0,0.23985507246376814,0.0,1,0.0,cooperative,3,0.999999979443505,cooperative
136178_1,136178,3,0.0,0.0,0.0,33.333333333333336,0.08678571428571429,0.0,0,0.3333333333333333,cooperative,0,0.9999999992387814,cooperative
136179_1,136179,1,0.0,0.0,0.0,13.0,0.15,0.0,1,0.0,cooperative,3,0.999999968898241,cooperative
136180_1,136180,1,0.0,0.0,0.0,14.0,0.2655737704918033,0.0,1,0.0,cooperative,3,0.9999999835340284,cooperative
136181_1,136181,1,0.0,0.0,0.0,13.0,0.15576923076923077,0.0,1,0.0,cooperative,3,0.9999999694821864,cooperative
136182_1,136182,1,0.0,0.0,0.0,13.0,0.2076923076923077,0.0,1,0.0,cooperative,3,0.9999999756585115,cooperative
136183_1,136183,1,0.0,0.0,0.0,17.0,0.016875000000000005,0.0,1,1.0,cooperative,5,0.9999999998962288,cooperative
136183_2,136183,1,0.0,0.0,0.0,17.0,0.06958762886597938,0.0,1,0.0,cooperative,3,0.9999999689817725,cooperative
136183_3,136183,1,0.0,0.0,0.0,7.0,0.23252032520325205,0.0,1,0.0,silent_dropout,3,0.9999999764504717,cooperative
136183_4,136183,1,0.0,0.0,0.0,13.0,0.10657894736842105,0.0,1,0.0,cooperative,3,0.9999999655223105,cooperative
136183_5,136183,1,0.0,0.0,0.0,12.0,0.01956521739130435,0.0,1,0.0,cooperative,3,0.999999964459225,cooperative
136184_1,136184,1,0.0,0.0,0.0,34.0,0.045251396648044694,0.0,1,0.0,cooperative,3,0.9999999868261717,cooperative
136184_2,136184,1,0.5545997223493823,0.0,0.0,8.0,0.028125,0.0,1,0.0,silent_dropout,3,1.0,cooperative
136185_1,136185,1,0.0,0.0,0.0,21.0,0.22897435897435897,0.0,1,0.0,cooperative,3,0.9999999827225602,cooperative
136186_1,136186,1,0.0,0.0,0.0,28.0,0.11653005464480874,0.0,1,1.0,cooperative,5,0.999999999302986,cooperative
136187_1,136187,1,0.0,0.0,0.0,33.0,0.06136363636363636,0.0,1,1.0,cooperative,5,0.9999999990920152,cooperative
136187_2,136187,1,0.0,0.0,0.0,31.0,0.21593673965936738,0.0,1,0.0,cooperative,3,0.9999999875800185,cooperative
136188_1,136188,2,0.07995304608213794,0.11307068212240051,0.0,34.5,0.0814070351758794,0.0,1,0.0,cooperative,4,0.9999999321541696,cooperative
136189_1,136189,3,0.04866926728355858,0.08429764370227318,0.0,19.666666666666668,0.024999999999999998,0.0,0,0.3333333333333333,cooperative,4,0.9999604751869391,cooperative
136190_1,136190,1,0.0,0.0,0.0,14.0,0.0,0.0,1,0.0,cooperative,3,0.9999999681823161,cooperative
136191_1,136191,2,0.0,0.0,0.0,17.0,0.05152671755725191,0.0,1,0.5,cooperative,5,0.9999999690845951,cooperative
136192_1,136192,1,0.0,0.0,0.0,11.0,0.0375,0.0,1,1.0,silent_dropout,5,0.9999999999797708,cooperative
136192_2,136192,1,0.32151273753163434,0.0,0.0,14.0,0.06428571428571428,0.0,1,1.0,cooperative,5,0.9999999999712088,cooperative
136193_1,136193,1,0.0,0.0,0.0,22.0,0.19700374531835205,0.0,1,0.0,cooperative,3,0.9999999804099675,cooperative
136193_2,136193,1,0.0,0.0,0.0,19.0,0.06639344262295083,0.0,1,0.0,cooperative,3,0.9999999712992858,cooperative
136193_3,136193,1,0.6822617902381697,0.0,0.0,6.0,0.10384615384615385,0.0,1,0.0,silent_dropout,3,1.0,cooperative
136193_4,136193,1,0.0,0.0,0.0,10.0,0.06,0.0,1,1.0,silent_dropout,5,0.9999999999848974,cooperative
136193_5,136193,1,0.0,0.0,0.0,25.0,0.027272727272727275,0.0,1,1.0,cooperative,5,0.9999999995380229,cooperative
136193_6,136193,1,0.0,0.0,1.0,33.0,0.33506493506493507,0.0,1,0.0,escalation_prone,1,1.0,escalation_prone
136194_1,136194,1,0.0,0.0,0.0,20.0,0.05454545454545455,0.0,1,0.0,cooperative,3,0.9999999726230907,cooperative
136195_1,136195,1,0.0,0.0,0.0,12.0,0.2109375,0.0,1,0.0,cooperative,3,0.9999999755247305,cooperative
136195_2,136195,1,0.0,0.0,0.0,27.0,0.10660919540229885,0.0,1,0.0,cooperative,3,0.9999999799845762,cooperative
136196_1,136196,1,0.0,0.0,0.0,54.0,0.2827669902912621,0.0,1,0.0,cooperative,3,0.9999999977897751,cooperative
136197_1,136197,2,0.3603478165832399,0.5096087693835504,0.0,15.0,0.06750000000000002,0.0,1,0.5,impatient,4,0.9999999999991793,cooperative
136198_1,136198,4,-0.023964651462815574,0.047929302925631155,0.0,33.25,0.05369318181818182,1.0,0,0.25,cooperative,2,1.0,cooperative
136199_1,136199,1,0.0,0.0,1.0,42.0,0.38735294117647057,0.0,1,0.0,escalation_prone,1,1.0,escalation_prone
136200_1,136200,1,0.0,0.0,0.0,23.0,0.014361702127659574,0.0,1,0.0,cooperative,3,0.9999999775873258,cooperative
136201_1,136201,1,0.20537067595698338,0.0,0.0,45.0,0.04954128440366973,0.0,1,0.0,cooperative,3,0.9999999999155023,cooperative
136202_1,136202,1,0.0,0.0,0.0,27.0,0.20970873786407765,0.0,1,1.0,cooperative,5,0.9999999992622932,cooperative
136203_1,136203,1,0.0,0.0,0.0,51.0,0.2795081967213115,0.0,1,1.0,cooperative,5,0.9999999997642455,cooperative
136204_1,136204,1,0.0,0.0,0.0,26.0,0.125,0.0,1,0.0,cooperative,3,0.9999999794489443,cooperative
